Screen Name;Followers;Follows;User Since;Location.1;Bio
@httpstraykinqs;5090;1664;5/05/2018;+63 • she/her;a stay who will always stay with stray kids. • ˢᵏᶻ⁺ᵏʷʲ ˡᵒᵛᵉ ᵇᵒᵗ™ • unloyal stan • fan account. ‧₊˚✩彡
@NalinKondle;151;1994;23/09/2011;New Delhi, India;Avaition | Sports Enthusiast | Crew Follow me @Instagram & @myspace : @nalinkondle
@KamranK64870244;1;72;18/08/2019;Higüey, Dominican Republic;siempre quiero en ALLAH🌹
@_1_last_1;43;102;19/12/2017;;⚒️Just a Viking ⚒️
@JmnairM;58;399;22/05/2013;France;Atheism is my religion
@CreatorRees;101;145;1/09/2010;Sydney Australia;Creator of MythBusters. Drove the show to all ratings records. Sourced and developed every story for first four series. Still active as a Director/ Writer
@CarmanK1;2065;1948;5/04/2009;United States of America;Female, widow, 4 children. Democrat, civic activist. Graduate: Notre Dame of MD University. Tax accountant.
@wmcarterelliott;1458;710;29/05/2009;Los Angeles, CA;I took all the hard classes. Was Dir of BioMed R&D for 12 yrs. Also a 3x Cancer Survivor, but NBD, I never had Chemo. I trusted http://PubMed.gov.
@MoonbeanCN;132;234;6/02/2017;;伊人無所寄 面𤩹獨吹簫
@BreakingNewPak;11455;989;24/05/2014;Pakistan;Breaking News Pakistan is an online news agency that delivers every news about and from Pakistan as it happens.
@mendez1370;13;97;19/12/2016;;
@kaldottoarts;779;1486;6/06/2018;;ph based artist | gallery on my bio | dm me for commission inquiries
@51snowKim;57;714;11/03/2018;대한민국 서울;Interest
@tinzSantos;465;389;25/08/2014;Quezon City, National Capital ;Ichi-go ichi-e
@irikbogumkoyu;608;476;16/02/2011;Itanagar, India;Patriotic🦋Neanimorphic🦋Extrovert🦋Jesus's favorite🦋Feminist NOT Sexist🦋 Instagram & YouTube : irikbogumkoyu 🦋If i were you, i'd smash that follow button
@zimlive;122997;534;23/12/2010;Harare, Zimbabwe;First for breaking news from around Zimbabwe
@E13Akasha;248;779;28/04/2020;~The Matrix ~ ;Don't take things personally ~ It's not you, it's me ~ Or is it? Opinions & Sarcasm, My Own ~ Check for Yourself 🇺🇸 USMC ~ 1stForceRECON 💝~Respect4myVet
@RichardEgdom;322;372;10/12/2014;Miglos, Midi-Pyrénées;#OrganizationalDevelopment #EconomicSociology #awareness #existence link btw policy, finance, economics & people experiencing sense. twts in F,Eng,D,NL
@rmnd_jsph;363;1232;19/02/2017;;お前は光だ。ときどきまぶしすぎてまっすぐ見られないけど、それでもお前のそばにいていいかな？
@Motorad666;1487;2609;23/04/2008;Park City, Utah;Ski, Bike, Moto, Eat, Drink, Sleep, Dream, Wake, Think, Work, Hustle, Tweet, Laugh, High-Five.
@JamesCMia;58;618;16/06/2015;;
@JVPehrson;1189;1439;5/04/2020;San Francisco, CA;Wino, singer & songsmith. The Lesser Half of @SaraMPayan. I played with the #GratefulDead guys in @furthurband, with Box Set and The Fall Risk. #Resist
@june__irl;2297;876;4/11/2015;portland?;party yy yyy yyy y
@DennisDee21;1601;281;28/09/2010;Ramotswa Botswana;A real soulful guy
@52124126;2985;5002;16/10/2013;New York, NY;Loves politics, Ardent Supporter of LGBT rights and Immigration Reform, keeping the war on racism and injustice of all kind.101
@PiperK;6355;5425;12/02/2009;Columbia, Mo and Seattle, WA;"Author of ""A Girl's Guide to Missiles."" ""A surreal and poignant coming of age on a secretive missile facility ...life in a town built for war."" --Booklist"
@wedonopeneyes;53833;50630;16/01/2012;world;Hoping to make the world a better place for ALL. If we don’t stand for something, we fall for everything. Sharing inspirations/provoking thoughts worldwide.
@brotips;427730;65;21/03/2011;Los Angeles, CA;DEALS FOR BROS... Curated products from @brobible to make your life more successful. Tweets include affiliate links via Amazon Associates and other partners.
@SteeNyamu;1691;1700;21/02/2012;;Advocate First ☝🏾. Never be in doubt, you can be wrong, but NEVER be in doubt! (Lord Denning)
@AngryAndhrawala;10076;3980;14/01/2019;nuketown ;🇮🇳join me if u hate fascists parttime parody journo& panelist @News69Studio @Chee_Newz,@Aak_Thu,fulltime patriot 🛺 rider ♥️4 🇮🇳,🏘️ 🇮🇳
@JoseLoggan;4538;4206;1/10/2019;Mexico.🌇.City;Mexicana.🇲🇽.Trading
@TheTweetOfJohn;4473;3538;29/01/2014;Santa Monica, CA;"Lawyer, Poet, Writer, Editor, #FavoriteBedtimeStories #TheMind @SalmonPoetry; Federal appeals attorney. Former Security Specialist USAF."
@philimma4u;5485;5772;26/09/2012;Nigeria;Give love a chance. Motivator, public speaker and marriage counselor.
@jmarine;1997;4980;4/03/2008;Japan;現代史 記録文学 英語語源 等々森羅万象ことごとく関心あり 目下Gutenberg Project http://archive.org LibriVOXに凝っている
@Garou_Hidalgo;14279;1377;11/05/2011;Chile;Russia-China state-affiliated latino | #TeamWumao #PutinBot #FreeAssange | Enjoying the music 🎧
@_abdul_hadi_1;8;21;17/08/2019;;It's me Abdul hadi YOU DON'T NEED TO HAVE ALL THE ANSWERS😍
@MemeBeingIndian;180;101;31/05/2020;1.5cm left of your midsagtl 🛩;Doctor🥼by Day | Memer by Night 🌠| Meme Page | Dekh bhai !!🤦🏻‍♂️if you aren’t a MBBS student you wouldn’t get it | Follow me for more such memes |#MedTwitter
@blanc2618;84;2341;8/07/2013;Sheepshead Bay, Brooklyn;
@WKBabb;77;56;31/01/2011;;
@pondbridge;1346;700;3/07/2009;London and New York;Consultant, author: (Top M&A book MastermindingTheDeal in Economist4x, FT, Reuters, Inst Investr, TV) DBA, Lecture in M&A,MergVal, Fin @UCL SoM. Opinions my own
@akakko86;2147;955;8/01/2012;Verdansk;#NYR fan, playing games badly, afk for the past 10 years with depression, socialist, BLM!!
@SBDas68173924;7;135;21/05/2020;;simple & honest
@toothfairy_doc;187;237;13/04/2010;Brain;Orthodontist😇 Astro Selenophile💫🌝 Foodie 😋😋 Shanatic😎 Marathi mulgi 😇 just poems 😇 A silent Observer 😛
@Miyahoka;8826;3127;8/03/2011;Colorado;Retired paralegal/teacher Proud to be lifelong bleeding heart liberal Democrat. #Biden2020 Thoughts on life w/ adult child w/ schizophrenia. We still laugh.
@mimTN;2055;2034;8/10/2008;SW Tennessee;a very blue dot in a very red state
@kormylo1;385;1207;11/03/2011;United States;Floridian, Minnesotan, AMERICAN #RESIST #NarcissticToddlerInTheWH #MuellerTime #LockHimUp
@Cath0709;937;844;25/07/2010;;I'm into the GFC unionism politics & feminism with a healthy dose of crappy popular culture. I may b insightful but then again may not. Views not my employer's.
@kittykatty2020;1458;1598;14/11/2019;Los Angeles ;ENVIRONMENTALIST PRO-CHOICE Lifelong Liberal Democrat Mother of 4 kids Lover of Elephants Stable Genius Hater #Biden2020
@DallasL60050018;953;1256;5/06/2018;Lbk ;🌊 ⬅️ just on here to spread 💯 positive vibes! & course them #DallasCowboys #ThisIsCowboysNation #DC4L ☆
@mchancecnn;30015;1299;8/06/2009;Moscow;CNN Senior International Correspondent
@bdub119;11;115;3/07/2010;Red Deer, AB;
@Kathy_Edm;1695;2364;22/01/2009;Alberta, Canada;Don't assume you know me by my comments. Retweeting:not endorsement. Laugh more. Animal lover. Retired Alberta govt/PAB coms. Comments are mine.
@JagranEnglish;6290;35;29/12/2010;New Delhi, India;Jagran English the new age Trending News site. Check out http://english.jagran.com/ for all latest & top trends across globe.
@Virende17958230;457;435;23/04/2019;;
@LaserHairWar;26;208;9/08/2016;Fukushima-shi, Fukushima;Rest Area 41
@kaeshurminati;212;74;31/05/2020;;■IIT Pattan ■Downtown
@smack_mama;683;789;2/05/2020;Colorado, USA;🌊 I am pissed. And you should be too. 🌊 #ridinwithbiden #teamjoe 😷
@DallasL60050018;953;1256;5/06/2018;Lbk ;🌊 ⬅️ just on here to spread 💯 positive vibes! & course them #DallasCowboys #ThisIsCowboysNation #DC4L ☆
@Jobehhhhh;23;88;30/01/2019;;sic ego sentio solus
@iamjahanzaibch;2114;2412;6/12/2018;Okara, Pakistan;Follow me. Fb💯 I don’t have two different personalities. I am what I am. IG:iamjahanzaibch
@PHX2YOW;2955;3043;26/06/2017;Wherever I go, there I am.;Independent Voter. 🤬 American!🖕the polls- Nov 2020 we finish it! 🗳🌊😠 8645110320 🇺🇲🇨🇦🏳️‍🌈 #TheResistance #ArmyofTheDecent #resist #BlackLivesMatter💪
@marhafunn;1370;1668;20/03/2009;;We live in dangerous times! Wake up, people! The USA is in the middle of a hostile takeover by a mad dictator wannabe. WAKE THE F UP BEFORE IT'S TOO LATE!
@arty_boone;62;518;17/01/2018;;
@matthewfederman;6853;681;8/11/2010;Los Angeles, CA;Co-Creator/EP #BloodandTreasure. Season 2: Summer 2020. Watch Season 1 here: https://www.amazon.com/gp/video/detail/B07S32995M/ref=cm_sw_tw_r_pv_wb_a3J2dsjr3YJA
@KimoniRay1;57;124;20/03/2019;South Carolina, USA;It’s up to us to create the environment that we want to live in....
@SFSgt68;3012;4942;14/02/2012;USA;Veteran (Army SF) Firefighter Conservative, Patriot, Christian, MAGA, NRA, Toxic Male, Trump 2020, Camp Crockett, Remember Lang Vei
@S247Ro;466;666;11/01/2019;;Hate social media BUT that TRUMP has me stirred up! Can't sit idle & accept his behavior as norm. Pulling up big girl pants & speaking up. HATERS w/be blocked👍
@DeeStonewall;813;1673;10/03/2012;Boston, Massachusetts, USA;"Equality of rights u/ the law shall not be denied or abridged by the United States or by any state on account of sex. (retweets & follows ≠ endorsemt; no lists)"
@aaugh;206;2027;9/03/2009;Santa Cruz, CA;Follow me, and I will follow back.
@LindokuhleMtolz;2128;1884;11/04/2015;Durban, South Africa;🍀Gemini🍀|🍀Proudly Blxck🍀|🍀Drippin' Melanin🍀|🍀Friendly DM'er🍀|🍀Optimistic🍀|🍀Omniscient🍀|🍀A player gone Rogue🍀|
@peanutthedoxie;166;194;19/08/2010;San Luis Obispo, CA;"A Seventh Day Adventist,Air Force Vet, Animal🐾enthusiasts,Outdoors activities; tennis,hiking,SCUBA,beach time. ♥️All things ocean! skiing, & playing Pokémon Go"
@drhakkim;3194;2487;27/12/2010;Tiruchirapalli, India;Emergency Physician • Entrepreneur • Philanthropist • Known For Inventing Transparent Face Mask For Hearing Impaired & Mute People
@NewsFakerBot;21;0;16/01/2020;;CNN but Automatic | Developer: @Scxllywastaken
@T_W_Edge;225;0;24/08/2019;Dehradun, India;Defence Entrance Exams and SSB Specialists. We mentor candidates for officer entries into Defence Services and CAPF & for RIMC & Sainik Schools Entrance Tests.
@joji599;319;287;14/06/2014;New York City;Live fast, love with passion, die happy. Enjoy the journey 'cause all is just a memory!
@SandaBlueDeux;1049;1664;9/07/2012;Displaced NYer ;Loves history, law, politics, & Billie Holiday|Liberal|Votes Dem bc I prefer democracy to autocracy or theocracy|Block=not suffering a fool|Previous @ SandaBlue
@timolarch;13897;14741;29/01/2017;France;Closely follow Climate science, see a revenue neutral carbon tax as the best way forward ,love nature, cycling up hills and support Welsh rugby.🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🌍
@rosegoldbutch;269;1254;17/10/2019;our lovely deseret;if jesus himself had to take the whip to chase them from his temple, it is indeed because that is the only language they hear
@egrodan;79;804;10/03/2008;Los Angeles, CA ;Motown to LA through Jerusalem. Helping Clients achieve financial freedom so that they can own their tomorrow.
@MemeBeingIndian;180;101;31/05/2020;1.5cm left of your midsagtl 🛩;Doctor🥼by Day | Memer by Night 🌠| Meme Page | Dekh bhai !!🤦🏻‍♂️if you aren’t a MBBS student you wouldn’t get it | Follow me for more such memes |#MedTwitter
@fuckinshithouse;0;0;29/07/2020;;I’m just here to rant
@camii0108;4776;3531;23/06/2011;;⚽ Atl. Nacional de mi vida 💚, 💙(FCB)²❤️.🏎️F1(44/77), 1D OT5 , CNCO, Taylor Swift. Falcao, || 🇺🇾PC💚DB🇦🇷 || 🇬🇧🇫🇷🇩🇪 #TeamCap august stan 🐨🐺🖤🌠🪐
@flitedocnm;21315;23431;17/01/2009;NM;How many more need to die? Trump & GOP MUST be defeated! physician, pilot, poet, latinophile, liberal, writer, photog, skier, salsero.⛔️Lists. #RESIST #BLM #FBR
@Gender_Env;460;798;21/03/2015;Bangkok, Thailand;interested in intersecting discourses & sensitivity in gender, environment (climate) and changes...
@callie33142169;13;18;22/06/2020;;
@PrithviFCB;209;251;1/06/2020;bom/blr;belongs to messi fc
@GellatioBot;21;1;13/06/2017;Bot, Thailand;Bot by Gellatio that tweets out random stuff.....
@l_lefauxpas;68;721;17/08/2014;West Hollywood, CA;
@NitishKundra;12;69;24/03/2020;;I can guarantee you won't find anybody else like me❤️😇
@indchili;47;94;1/10/2009;Every Where..........!!!!!;Crazy Globe Trotter with no defined boundaries in life of travel or Business...... and Gooner all the way.... !!!
@JimJimbo1986;4;85;16/06/2020;;
@simplerusername;482;1432;6/02/2019;;I’m not very special.
@BasementTalk15;1327;3037;4/06/2019;;Be kind to people who have access to your toothbrush. 🌊 #Directorslife #resistance No soliciting/DMs
@dkaminer2;65;80;27/01/2017;New York;Law Professor at @Baruch_Zicklin @CUNY. Research: Employment Discrim. & Religion. Opinions my own but happy to share. Tweeting all jokes my students laugh at.
@pamelavanbeekum;387;954;26/01/2009;Tucson, AZ;Web Designer/Developer & Photographer. Deeply concerned about corruption of democracy, elections by Trump, GOP & Social Media Malign Operatives.
@Rohith71815015;4;87;29/03/2018;Andhra Pradesh, India Tanuku;nothing succed in my life NO money💰 NO iphone 📵 NO girl friend🚷 NO car🚗 NO bike🏍️ but full of @££i£ude 100%® broken heart💔can't be fixed most unlucky🚶
@ElizabethVSweet;1822;1879;26/12/2012;;"Sociologist studying gender and children's toys; interested in the relationships between cultural beliefs and inequality. Opinions mine."
@Brown7Butch;3071;4996;31/03/2018;New York, USA;I produce my own music I used to deejay Professionally. Father, Counselor, World Traveler, Activist. Put God First!
@xqOCodJiWHEfDdK;0;14;17/03/2020;London, England;World politicians
@DudekLinda;4775;4991;16/12/2014;Texas, USA;Texas, USA
@NitishKundra;12;69;24/03/2020;;I can guarantee you won't find anybody else like me❤️😇
@LuzanoB;19252;15358;23/09/2013;;I'm just an ordinary guy but have a personal knowledge of phenomena that science can never explain.
@zadmakaveli;594;533;16/07/2016;Nairobi, Kenya;Live free or Die
@vfmnr;11817;69;12/01/2016;The Grocery;How you like me now?
@Anythingpork;13698;6849;30/05/2017;"Running up the ""Rocky"" steps";Most tweets are 4.5% ABV. Vote #BidenHarris2020 Philly 4/4 🏈⚾️🏀🏒 Play a #game with me @HashtagHijinx💫🐷🃏@HashtagTavern🍻 @Somethingpork👻 @DanGerousRTs🍖
@politicalHEDGE;101631;88121;22/10/2016;Everywhere;Aggregating & Sharing Right-Leaning Political, Wall St. & World News Articles. You Decide. We Tweet.
@KhadarienX;6559;3565;4/11/2010;United States;Investment Guide. #LONGLIVEDUKE 💙
@GophersForever;3583;3119;2/08/2013;Minneapolis, Minn.;Chasing Natty No. 8 | Gopher Fan | Content Creator | Row the Boat | Ski U Mah | HYPRR | FAMILY | Nekton Mentality | #StackTheDeck21 | #BLM ✊🏽
@PapaESoCo;6376;6048;3/11/2013;Sonoma County, Ca.;"Nothing to see here; Old Guy that express's his opinion on Politics and Scoundrels;they go together so well #Impeach #TheResistance #SFGIANTS #BidenHarris2020"
@123southwind;2;34;31/01/2018;Planet Earth;Globe traveller man and boy. My biggest motivator and what causes me to write on Twitter is injustice. My aim to motivate others to right wrong!
@The_Patriot_USA;565;505;21/07/2012;Las Vegas, NV;
@Dontatmecuh;210;581;23/06/2010;Space;Love. Life. Passion. Let's Make Drinking Great Again!
@kittykatty2020;1458;1598;14/11/2019;Los Angeles ;ENVIRONMENTALIST PRO-CHOICE Lifelong Liberal Democrat Mother of 4 kids Lover of Elephants Stable Genius Hater #Biden2020
@Ponysoldier_;87;189;8/06/2020;;Julian Castro to Bernie Sanders to #Biden2020 🌊 Former Journalist. Political junkie. 244 years at stake in this election. #BidenHarris
@RJSameenKhan;4882;248;7/02/2010;srinagar/ punjab;Views are my own, Radio jockey
@ABN_FilmAnalyst;55;319;21/05/2019;;Film analyst and Film promoter,Movie reviews as well as own ratings,Social media tracker and cinima influencer,Sports media,Motor enthusiastic #Master
@BCMamaLaine;2028;2638;9/07/2020;Victoria BC;3rd acc't..I'll try to behave this time! Advocate for children/animals LBGTQ rights. #BlackLivesMatter #Resistance WEAR A MASK 😷 No DMs unless ask
@CovidCrona;5;181;3/07/2020;;Mask on OK Boomer
@npxDarkEdge;47;150;12/03/2020;;Take this time to turn and say goodbye.
@OnlinePutin;53;130;11/08/2019;USSA;President Vladimir Putin's Online Ambassador. Putin is the the BEST leader the world has ever seen! It's my life's dream to meet Vladimir Putin!
@Solange_Sonnier;1777;1583;9/02/2018;Southern USA;Left lefty,Science, nature, animal rights, human rights, block porn, Block Bern/HRC fighters,support the resistance, BLM, LGBT,MeToo, follow if U follow back.
@tomablogger;99;150;11/10/2009;Los Angeles;Music mo-bio art.
@fyrcely;29;19;11/08/2011;starland;
@_javeri_;32;128;5/08/2020;;always awkward// passing j's not judgements
@Buffalokev;1154;1145;3/10/2011;try again trolls;musician, father, independent and curious.
@GregSoriano5;1105;2021;27/09/2016;Phx,Az ;A Proud American! Whom loves his country! Who loves his family!Believes Right and Love should rule darkness! Also is absolutely stands with Justice and Liberty!
