Tweet Text,Label,Clean Tweet,Lenght,Long Number,Short Number,Punctuation,WebSite
"Congress, let alone an ""Act of Congress"" is now just a tragic joke. The only ones that benefit from Congress are the Wealthy, Corrupt Trump and Putin. Our once free and fair elections are anything but! We have 85 days to set things straight or our Democracy dies!",1,congress let alon act congress now just tragic joke the onli one that benefit from congress are the wealthi corrupt trump and putin our onc free and fair elect are anyth but have day set thing straight our democraci die,216,0,0,3.704,0
"The last thing we need is for the the GOP to be taken over by dipshits and douchebags who care more about sucking Putin's cock than the Constitution and prosperity and well-being of American people. Oh, my mistake, that already happened, moron traitor #GymJordan RT @Jim_Jordan: The last thing we need is for our country to be any more like San Francisco.",1,the last thing need for the the gop taken over dipshit and douchebag who care more about suck putin cock than the constitut and prosper and well be american peopl mistak that alreadi happen moron traitor gymjordan jim jordan the last thing need for our countri ani more like san francisco,294,0,0,3.741,0
"The number of official COVID deaths have been reduced by the @BorisJohnson ""government"" by over 5K. But we all know that the actual figure is more than 30K above the official figure. Putin has taught his heirs well. #Covid19UK #Brexit",1,the number offici covid death have been reduc the borisjohnson govern over but all know that the actual figur more than abov the offici figur putin ha taught hi heir well covid brexit,195,0,0,4.103,0
Stupid—when empowered - also leads to death: 1)Virus 2)Putin's bounty 3)Pro life agenda 4)Gun culture 5)Profitized healthcare. 6)Institutional racism 7)Treason 8)incompetent/corrupt appointees 9)Deadly fake medicines 10) Global Warming -Fossil fuels 11) Neutered EPA ad finitum,0,stupid when empow also lead death viru putin bounti pro life agenda gun cultur profit healthcar institut racism treason incompet corrupt appointe deadli fake medicin global warm fossil fuel neuter epa finitum,243,0,0,6.996,1
Two leading voices on health issues in the U.S. are expressing skepticism about Russian President Vladimir Putin's claim that his country was the first to develop a safe and effective coronavirus vaccine.,1,two lead voic health issu the are express skeptic about russian presid vladimir putin claim that hi countri wa the first develop safe and effect coronaviru vaccin,173,0,0,2.312,0
Apparently My guy Vladimir Putin has the Covid vaccine but they dont believe hin oh well,1,appar guy vladimir putin ha the covid vaccin but they dont believ hin well,73,0,0,0.0,0
Only way u can win now (unless Putin riggs the election again for u) kamala and joe with heal the nation u are torn a part and destroyed and they will make us United again. Go joe and Kamala RT @realDonaldTrump: I am sending $15M from @USDOT to beautiful North Dakota! This federal funding will support bus service for people from Bismarck to Grand Forks and several other areas statewide. Congratulations!,1,onli way can win now unless putin rigg the elect again for kamala and joe with heal the nation are torn part and destroy and they will make unit again joe and kamala realdonaldtrump send from usdot beauti north dakota thi feder fund will support bu servic for peopl from bismarck grand fork and sever other area statewid congratul,336,0,0,2.976,0
"ian56, man of the people, uses some interesting language to defend the trump/putin axis against the Joe Biden Presidency",1,ian man the peopl use some interest languag defend the trump putin axi against the joe biden presid,102,0,0,2.941,0
"JRL NEWSWATCH: “Vladimir Putin Is No Mastermind, But He Has Played Russia’s Cards Well; It verges on impossible to forecast what Moscow will do tactically. What it will do strategically, however, is more intelligible and thus more predictable.” – The…",1,jrl newswatch vladimir putin mastermind but ha play russia card well verg imposs forecast what moscow will tactic what will strateg howev more intellig and thu more predict the,212,0,0,3.302,0
AMEN!! Enough of the corruption that the Republicans have become. They care more about money and please Putin than help the American people! RT @VoteMarsha: Kamala Harris will be the most liberal left wing nominee for Vice President our country has ever seen.,1,amen enough the corrupt that the republican have becom they care more about money and pleas putin than help the american peopl votemarsha kamala harri will the most liber left wing nomine for vice presid our countri ha ever seen,217,0,0,3.226,1
"didn’t vote Trump but usually vote Republican. I’ll vote Democrat because Trump no doubt owned by Russia and Putin. Senate GOP ignored it to keep themselves in office. His treasons are verifiable by Trump’s words and without “liberal media” GOP’s same old excuse #LincolnVoter RT @ProjectLincoln: Are you a #LincolnVoter? If you typically have voted republican in the past, quote tweet this with why you’ve decided to vote blue this year. Tag your tweet with #LincolnVoter so we can see it.",0,didn vote trump but usual vote republican vote democrat becaus trump doubt own russia and putin senat gop ignor keep themselv offic hi treason are verifi trump word and without liber media gop same old excus lincolnvot projectlincoln are you lincolnvot you typic have vote republican the past quot tweet thi with whi you decid vote blue thi year tag your tweet with lincolnvot can see,410,0,0,2.927,0
"🤔STILL A NATION OF LAWS.*EVEN THOUGH CANT UNDERSTAND WHY LEADERS ALLOW1MENTALLY,UNFIT, CRIMINAL,CON-MAN BUNKER PUTIN PUPPET TRUMP TOTALLY DISREPECT EVERYTHING AMERICA STAND-4.*LIKE ANY OTHER PERSON WHO'S TRESPASSING AFTER LOSING.ESCORT OR DRAGG TRUMP OUT.",0,still nation law even though cant understand whi leader allow mental unfit crimin con man bunker putin puppet trump total disrepect everyth america stand like ani other person who trespass after lose escort dragg trump out,224,0,0,5.357,0
So happy to have a VP who will kick a** for America instead of just kissing trump’s gigantic sweaty a** for Putin. #BidenHarris2020,1,happi have who will kick for america instead just kiss trump gigant sweati for putin bidenharri,109,0,1,5.505,0
"This is one reason that every healthy citizen should make their VOTE count by going to the Polls in Person. Take proper precautions,cover your face and hands, bring water,nuts,and a seat where necessary. We CANNOT allow Fake 45 another Day to obey Putin’s orders RT @colliderfrosty: 'A Conspiracy to Steal the Election, Folks': Alarms Sound After Postal Worker Reports Removal of Sorting Machines The removal of key equipment from Post Offices should be viewed as nothing less than ""sabotage,"" said one observer.",1,thi one reason that everi healthi citizen should make their vote count go the poll person take proper precaut cover your face and hand bring water nut and seat where necessari cannot allow fake anoth day obey putin order colliderfrosti conspiraci steal the elect folk alarm sound after postal worker report remov sort machin the remov key equip from post offic should view noth less than sabotag said one observ,431,0,0,3.712,0
"Will I vote for a P*ssy Grabbing, Kid Raping, Putin loving, Pathological Liar, destroying the Postal Service to Rig an Election? Hell No!...... RT @politvidchannel: House Oversight chair just introduced a bill to stop the Postal Service changes being done by Postmaster General Louis DeJoy.",1,will vote for ssi grab kid rape putin love patholog liar destroy the postal servic rig elect hell politvidchannel hous oversight chair just introduc bill stop the postal servic chang be done postmast gener loui dejoy,246,0,0,6.504,0
"To be fair I don't think he had Putin's permission. RT @ChrisMurphyCT: This was not inevitable. It just wasn't. A halfway competent President could have stopped the virus in its early days. 150,000 people wouldn't have died. Millions of jobs wouldn't be gone. America's reputation wouldn't be destroyed. Donald Trump did this.",1,fair don think had putin permiss chrismurphyct thi wa not inevit just wasn halfway compet presid could have stop the viru it earli day peopl wouldn have die million job wouldn gone america reput wouldn destroy donald trump did thi,275,0,0,6.545,1
"😷💔🇺🇸This @POTUS takes up all the space & we are in our own fight for THIS democracy. PUTIN is closer too. They need to stand up to Russia. We need to get rid of TRUMP. RT @McFaul: Belarusians, inside and outside of the country, have reached out to me this week to ask why the West is so indifferent to their courageous fight for democracy. I can't explain. Can you?",1,thi potu take all the space are our own fight for thi democraci putin closer too they need stand russia need get rid trump mcfaul belarusian insid and outsid the countri have reach out thi week ask whi the west indiffer their courag fight for democraci can explain can you,296,0,0,4.73,0
